Date,prec,tmax,tmin,tmean,qt
6/17/1997,6.5914,21.4497,15.3143,17.3855,6.41
6/18/1997,26.3657,20.8079,15.3776,17.3901,5.9
6/19/1997,6.5914,21.6964,15.1112,17.3738,6.39
6/20/1997,6.5914,22.0913,15.0402,17.4479,6.72
6/21/1997,7.0268,20.0413,15.2913,17.2679,7.17
6/22/1997,10.5533,22.3241,15.1071,17.8001,7
6/23/1997,8.7795,23.1071,16.3711,18.7505,6.17
6/24/1997,6.4338,21.6767,16.267,18.309,6.05
6/25/1997,12.9567,18.4837,15.4064,16.8805,6.11
6/26/1997,0,22.211,14.5872,17.2591,6.04
6/27/1997,7.046,21.5482,15.3359,17.6582,5.82
6/28/1997,7.046,20.5829,15.6661,17.2864,5.66
6/29/1997,0,23.1436,14.4611,17.8686,5.5
6/30/1997,14.0921,21.9378,14.7111,17.4883,6.14
7/1/1997,17.9178,20.8861,15.0689,17.607,5.87
7/2/1997,5.9726,19.5377,14.9243,17.0563,5.81
7/3/1997,0,23.5644,15.3635,18.2489,5.6
7/4/1997,0,23.8105,15.4875,18.6326,5.38
7/5/1997,5.9726,23.7503,15.9436,18.9861,5.17
7/6/1997,6.2604,24.3183,15.2652,18.7906,5.41
7/7/1997,6.2604,23.4983,16.2984,18.8031,5.19
7/8/1997,6.2604,21.3733,15.9595,17.9075,4.84
7/9/1997,12.5208,19.1327,15.6744,17.0687,4.69
7/10/1997,0,21.075,14.5331,16.7565,4.22
7/11/1997,0,23.0118,14.9044,17.845,4.72
7/12/1997,3.2705,22.9323,16.0855,18.6741,4.76
7/13/1997,9.8114,21.2657,16.9382,18.6158,4.34
7/14/1997,6.541,21.7676,16.5557,18.3294,4.19
7/15/1997,3.2705,22.4044,15.9,18.3352,4.08
7/16/1997,4.3178,18.9471,16.1042,17.3473,4.08
7/17/1997,3.0881,22.0818,15.6102,17.8035,3.71
7/18/1997,0,22.306,14.7569,17.8283,3.75
7/19/1997,3.5837,24.074,15.4251,18.6547,3.64
7/20/1997,2.3126,22.5565,15.5538,18.2961,3.63
7/21/1997,0,23.5661,16.0734,18.9935,3.63
7/22/1997,0,23.7498,16.1795,19.2029,3.57
7/23/1997,0,24.503,16.4573,19.4029,3.58
7/24/1997,0,23.9538,16.5672,19.4904,3.49
7/25/1997,17.7709,24.4467,16.1216,19.4485,3.57
7/26/1997,4.1982,22.5951,16.4164,18.8813,3.55
7/27/1997,20.9908,21.7639,16.5843,18.5052,3.54
7/28/1997,16.7927,22.3751,15.1515,17.7176,3.55
7/29/1997,0,21.4963,14.9784,17.487,3.63
7/30/1997,0,21.506,15.0615,17.3283,3.49
7/31/1997,7.3468,22.89,14.4235,17.6016,3.53
8/1/1997,23.0597,22.3935,14.5084,17.7093,3.38
8/2/1997,30.7463,22.5693,15.5514,18.1517,3.46
8/3/1997,0,22.7477,14.5957,18.0762,3.42
8/4/1997,15.3731,22.3228,15.9551,18.3298,4.32
8/5/1997,0,21.2752,16.2951,18.0924,4.08
8/6/1997,0,22.6905,16.106,18.7714,3.94
8/7/1997,4.3154,22.672,16.6658,18.7086,3.82
8/8/1997,21.5768,22.0428,16.6365,18.2733,3.82
8/9/1997,12.9461,21.6181,15.0563,17.4098,3.87
8/10/1997,4.3154,21.9897,14.6885,17.2432,3.82
8/11/1997,13.5949,21.8018,14.968,17.5088,3.81
8/12/1997,0,22.1588,15.4892,17.9688,3.72
8/13/1997,9.0633,22.4079,14.3723,17.73,3.72
8/14/1997,9.0633,21.3765,14.9448,17.2621,3.64
8/15/1997,9.0633,22.5172,14.826,17.6367,3.72
8/16/1997,7.6786,22.7696,16.1237,18.6209,3.51
8/17/1997,0,23.0108,14.286,17.9522,3.49
8/18/1997,15.3572,22.1054,15.7614,18.1828,3.59
8/19/1997,23.0358,21.9036,14.8524,17.4221,3.53
8/20/1997,0,22.1023,16.0291,18.1051,1.23
8/21/1997,10.3026,23.2202,15.1797,17.9929,1.06
8/22/1997,5.1513,23.8404,15.6983,18.6759,1.85
8/23/1997,5.1513,22.9523,15.1644,18.0109,2.74
8/24/1997,10.3026,23.4826,15.8016,18.2342,2.74
8/25/1997,5.1513,21.9771,15.8859,18.2152,2.72
8/26/1997,0,23.7432,15.746,18.7959,5.06
8/27/1997,6.7493,21.9242,15.0663,18.187,2.64
8/28/1997,26.9971,23.7705,14.9503,18.1548,5.16
8/29/1997,6.7493,22.8306,14.7325,17.7126,3.4
8/30/1997,13.4985,23.1225,14.8027,18.1654,3.23
8/31/1997,6.7493,22.6344,15.1419,18.2299,3.23
9/1/1997,0,22.9898,14.6012,17.8729,5.13
9/2/1997,4.9661,22.3409,13.772,17.7916,3.19
9/3/1997,15.5819,22.2998,14.7308,17.6086,3.95
9/4/1997,27.9468,21.3088,14.991,17.4288,3.86
9/5/1997,35.6674,22.8744,14.5608,17.7891,3.53
9/6/1997,15.9497,23.3183,14.4161,17.8563,3.32
9/7/1997,39.8743,19.8204,15.5202,17.0715,5.46
9/8/1997,0,20.6742,14.5421,16.8885,5.55
9/9/1997,15.9497,23.0939,13.4706,17.5218,4.6
9/10/1997,15.9497,22.141,15.1544,17.7797,4.31
9/11/1997,26.6294,23.3258,15.9788,18.1154,5.51
9/12/1997,10.6518,23.0323,15.1717,17.8157,4.95
9/13/1997,10.6518,20.0838,16.3498,17.549,4.64
9/14/1997,10.6518,19.757,15.1008,16.8874,4.92
9/15/1997,0,22.6449,15.3152,18.1258,4.67
9/16/1997,0,21.7989,15.1487,17.5819,5.6
9/17/1997,19.8313,21.9987,14.8153,17.4268,6.39
9/18/1997,19.8313,23.5301,15.0703,17.5649,9.78
9/19/1997,19.8313,22.0206,15.5024,17.8714,8.31
9/20/1997,0,22.3052,15.2038,17.8512,6.69
9/21/1997,0,22.8917,14.1152,17.2185,5.88
9/22/1997,63.9434,21.6348,15.0758,17.3603,8.48
9/23/1997,38.366,21.365,14.685,17.2865,15.7
9/24/1997,12.7887,21.6284,15.158,17.4477,12.2
9/25/1997,0,21.5067,14.7491,16.9867,10.1
9/26/1997,47.5449,19.5857,15.4894,16.975,9.18
9/27/1997,23.7725,21.6318,15.206,17.5366,8.68
9/28/1997,11.8862,19.6787,15.213,16.8912,15
9/29/1997,11.8862,20.2306,14.9246,16.8876,14.9
9/30/1997,0,21.0857,14.2219,17.2078,12.6
10/1/1997,14.1433,23.139,14.6318,17.8307,12.3
10/2/1997,0,21.7251,15.4369,17.5198,11.6
10/3/1997,28.2867,22.0699,15.195,17.69,10.7
10/4/1997,14.1433,22.2174,14.4799,17.6571,11.9
10/5/1997,56.5734,21.3502,15.3056,17.7042,12.6
10/6/1997,9.2459,22.0665,14.8142,17.5648,11.5
10/7/1997,11.0192,23.0347,15.8893,18.1692,10.1
10/8/1997,2.8911,22.2705,14.9906,17.9208,6.8
10/9/1997,16.1252,23.6165,14.8139,18.0398,7.42
10/10/1997,31.4017,21.1023,15.6851,18.0331,6.87
10/11/1997,68.6151,22.0698,15.1029,17.9221,7.69
10/12/1997,27.4461,21.8761,14.5776,17.6633,10.7
10/13/1997,41.1691,21.7033,14.1187,17.3644,12.9
10/14/1997,13.723,21.1663,15.2391,17.2046,13.1
10/15/1997,13.723,21.0482,13.8896,16.9461,12.9
10/16/1997,18.7212,20.5596,15.0281,16.8744,14.3
10/17/1997,38.009,20.7749,14.8531,16.7793,12
10/18/1997,12.1358,18.8579,15.2787,16.5448,11
10/19/1997,4.2611,20.6012,14.8874,17.3715,9.46
10/20/1997,5.9783,21.4305,15.5867,17.7003,8.53
10/21/1997,14.9405,22.3813,14.854,17.6526,8.23
10/22/1997,22.4107,21.2959,15.3221,17.6815,7.83
10/23/1997,0,21.6903,15.4062,17.6266,7.39
10/24/1997,0,22.2493,14.8937,17.6161,7.14
10/25/1997,0,22.1594,15.4792,18.2033,6.83
10/26/1997,16.4405,22.3453,15.5979,18.4186,6.7
10/27/1997,16.4405,22.5456,16.1916,18.5453,6.52
10/28/1997,0,22.4237,16.403,18.8316,6.24
10/29/1997,16.4405,23.5564,16.3045,18.9822,6.24
10/30/1997,0,21.577,16.5755,18.389,6.19
10/31/1997,0,22.1852,15.0551,17.8729,6.05
11/1/1997,0,21.9302,14.288,17.5318,5.97
11/2/1997,0,23.5237,15.3896,18.4532,6.66
11/3/1997,16.6967,22.8145,15.4491,18.2049,8.16
11/4/1997,25.0451,23.2558,16.1066,18.3789,11.1
11/5/1997,16.6967,22.7953,15.4607,18.0181,8
11/6/1997,22.6371,21.1847,16.1183,17.9706,7.61
11/7/1997,56.5928,20.7929,15.8189,17.8277,8.75
11/8/1997,45.2742,20.5391,15.8576,17.2864,9.22
11/9/1997,22.6371,21.9347,15.246,17.2665,7.81
11/10/1997,0,19.1487,14.4334,16.4087,8.11
11/11/1997,27.4821,19.4418,15.5012,16.96,14
11/12/1997,9.1607,21.4452,13.8554,17.4477,16.2
11/13/1997,9.1607,22.6977,13.7964,17.1526,17.2
11/14/1997,18.3214,20.258,14.3984,16.6811,16.5
11/15/1997,9.1607,23.0254,14.0627,17.3715,14.7
11/16/1997,11.7033,20.3453,13.2374,16.2868,12.2
11/17/1997,0,21.6419,13.7759,16.9043,10.8
11/18/1997,0,21.9929,14.5379,17.3948,11.4
11/19/1997,23.4066,21.9706,14.8582,17.3446,12.3
11/20/1997,11.7033,22.4941,15.5696,17.6762,11.7
11/21/1997,11.5107,22.4401,14.9618,17.6954,11.6
11/22/1997,5.7554,22.202,14.9806,17.8088,11.1
11/23/1997,5.7554,22.7299,15.4136,18.0034,11.1
11/24/1997,17.2661,22.0265,14.7051,17.5989,11.1
11/25/1997,11.5107,21.5681,15.2131,17.4372,10.9
11/26/1997,0,20.752,14.9407,17.1889,10.5
11/27/1997,0,20.8986,14.9508,17.0134,11.6
11/28/1997,26.1877,20.8677,14.7525,17.0737,9.3
11/29/1997,0,21.3616,14.9378,17.2088,11.2
11/30/1997,26.1877,22.9167,14.8005,17.5532,14.2
12/1/1997,7.986,21.8044,15.2458,17.7353,13
12/2/1997,10.5152,21.8815,15.629,17.7891,12.8
12/3/1997,0,23.2473,14.4921,17.9938,11.6
12/4/1997,0,22.8154,14.6955,18.2506,10.8
12/5/1997,0,23.5109,13.5695,18.0227,10.2
12/6/1997,0,24.0034,15.2297,18.6106,9.86
12/7/1997,0,22.2664,15.5282,18.4156,9.6
12/8/1997,0,24.4299,14.6971,18.7365,9.19
12/9/1997,0,22.4999,15.5047,18.3581,9.13
12/10/1997,0,22.9794,15.6917,18.3709,9.05
12/11/1997,0,23.2653,14.0833,17.9921,8.69
12/12/1997,0,23.2175,15.9892,18.5287,8.63
12/13/1997,0,22.8763,14.9323,18.2486,8.41
12/14/1997,0,21.9365,13.3731,17.454,8.29
12/15/1997,0,20.116,14.5288,16.4871,8.16
12/16/1997,0,19.9882,13.9561,16.5231,8.1
12/17/1997,5.4768,21.7932,14.6364,17.376,7.86
12/18/1997,0,21.576,14.8552,17.6902,7.38
12/19/1997,0,22.5119,14.0133,17.5597,7.1
12/20/1997,0,23.2568,13.5273,17.4003,6.92
12/21/1997,0,22.4897,12.7483,16.9969,6.65
12/22/1997,0,22.1166,11.9201,17.0674,6.42
12/23/1997,0,22.4035,13.3341,17.3012,6.31
12/24/1997,0,24.6239,14.2487,18.3313,6.15
12/25/1997,0,23.953,12.7699,18.2417,5.04
12/26/1997,0,23.8618,12.9146,18.1362,5.19
12/27/1997,0,23.6818,12.6067,17.9253,5.14
12/28/1997,0,23.1701,14.6266,18.2178,5.17
12/29/1997,3.7795,23.3331,13.1092,17.5904,5.09
12/30/1997,0,21.5981,13.3176,16.8689,5.14
12/31/1997,0,21.9469,14.899,17.4495,6.98
1/1/1998,14.4118,21.8161,14.5356,17.7161,5.38
1/2/1998,0,23.0007,15.1366,18.13,5.04
1/3/1998,0,23.8891,13.5297,17.7173,4.76
1/4/1998,0,23.9957,14.366,18.2921,4.79
1/5/1998,0,24.9177,13.4687,18.6201,4.76
1/6/1998,0,24.363,14.9679,19.1739,4.72
1/7/1998,0,24.8287,14.0379,19.2259,4.57
1/8/1998,0,24.9558,14.189,19.0776,4.45
1/9/1998,0,24.8481,14.2786,18.6883,4.34
1/10/1998,0,22.924,12.9337,17.3613,4.32
1/11/1998,0,23.421,11.0092,17.1124,4.23
1/12/1998,0,23.0539,12.017,17.2114,4.14
1/13/1998,0,23.5904,13.7675,18.0561,4.32
1/14/1998,0,22.9594,14.2543,18.0904,4.28
1/15/1998,0,23.8295,12.9951,17.8823,4.21
1/16/1998,0,24.1937,14.2595,18.3961,4.17
1/17/1998,0,23.4537,12.2315,17.7776,4.23
1/18/1998,0,23.2238,12.5238,17.531,4.13
1/19/1998,0,23.4603,13.0628,17.8055,4.07
1/20/1998,0,23.8393,11.9455,17.7637,3.98
1/21/1998,0,25.7692,13.1136,18.2247,4
1/22/1998,0,24.7941,13.5174,18.6567,3.96
1/23/1998,0,24.7653,13.5415,18.8551,4.08
1/24/1998,0,23.7107,13.198,18.48,3.94
1/25/1998,0,23.7083,13.11,17.9555,3.86
1/26/1998,0,24.3043,12.8533,17.9394,3.86
1/27/1998,0,24.9216,14.2265,18.8537,3.86
1/28/1998,0,24.1754,13.5669,18.268,2.91
1/29/1998,0,24.0858,14.7863,18.4989,2.82
1/30/1998,0,23.9446,14.7399,18.6153,2.88
1/31/1998,0,24.2614,15.8762,19.4737,2.77
2/1/1998,0,25.2017,16.5999,19.867,2.73
2/2/1998,0,25.0462,15.8114,20.0002,2.84
2/3/1998,0,24.6131,14.9016,19.611,2.8
2/4/1998,0,23.2566,15.5454,18.8721,2.79
2/5/1998,0,22.4163,16.5046,18.8732,2.78
2/6/1998,0,25.0257,15.1149,19.3269,2.85
2/7/1998,0,24.4777,13.1859,18.9043,2.59
2/8/1998,0,23.4506,15.8385,19.1336,2.59
2/9/1998,0,22.9563,15.4944,18.5931,2.61
2/10/1998,0,22.9168,14.8548,18.3389,3.5
2/11/1998,0,24.5546,15.1157,18.8674,3.62
2/12/1998,0,23.3662,15.4149,18.6824,3.29
2/13/1998,0,24.3221,14.3792,18.3939,3.17
2/14/1998,0,24.9866,15.6297,19.6442,3.11
2/15/1998,0,23.8363,15.5624,19.5475,3.15
2/16/1998,0,26.1873,14.8349,20.063,3.02
2/17/1998,0,24.9207,16.1522,20.2039,3.05
2/18/1998,0,25.8835,17.1522,20.6402,3.1
2/19/1998,0,25.1859,14.8211,19.7673,3
2/20/1998,0,25.252,15.3817,19.8328,3.01
2/21/1998,0,24.5468,14.2837,18.9142,3
2/22/1998,0,24.4214,15.3019,18.9994,3.04
2/23/1998,0,22.6714,15.6856,19.0241,3.05
2/24/1998,0,23.7349,13.9846,18.5008,3.09
2/25/1998,0,23.8416,14.1785,18.3677,3.12
2/26/1998,0,23.2096,15.7844,18.7324,3.1
2/27/1998,2.1403,23.3158,16.3495,18.8893,3.17
2/28/1998,3.1476,24.5023,15.6218,19.3352,3.51
3/1/1998,0,24.4312,15.6923,19.1374,3.3
3/2/1998,0,25.1823,15.8246,20.1008,3.06
3/3/1998,0,24.9042,14.9703,19.4487,3.02
3/4/1998,0,24.0154,14.7107,18.6347,3.01
3/5/1998,0,24.3343,15.3625,19.1827,2.98
3/6/1998,0,24.9163,14.0916,19.0585,2.99
3/7/1998,0,24.1312,14.6479,19.1178,3.02
3/8/1998,0,24.621,14.6207,19.2343,2.96
3/9/1998,0,25.3799,15.9445,19.6846,2.92
3/10/1998,0,24.4224,15.2418,19.1653,2.9
3/11/1998,0,23.1255,15.6178,18.7294,2.99
3/12/1998,0,23.5821,14.6002,18.4496,2.98
3/13/1998,0,25.1917,14.8089,18.8235,2.86
3/14/1998,0,24.6412,13.308,18.4355,2.81
3/15/1998,0,23.6496,13.6115,18.0656,2.83
3/16/1998,0,24.7067,13.6866,18.4083,2.77
3/17/1998,0,24.4076,14.6979,18.9427,2.71
3/18/1998,0,24.867,16.0227,19.5991,2.7
3/19/1998,5.3,24.6278,15.2364,19.6308,2.7
3/20/1998,0,25.9245,16.564,20.7397,2.72
3/21/1998,0,25.6886,16.4557,20.62,2.67
3/22/1998,0,25.0898,14.9288,19.5461,2.67
3/23/1998,8.6716,24.1022,15.0356,19.0974,2.74
3/24/1998,0,22.1019,15.3001,18.209,2.65
3/25/1998,0,23.5179,15.557,18.6536,2.66
3/26/1998,7.1206,24.0825,16.2384,19.2968,4.31
3/27/1998,0,23.8725,15.4419,19.0208,2.62
3/28/1998,0,24.2291,14.4518,18.9398,2.58
3/29/1998,0,24.7583,14.4695,19.1356,2.59
3/30/1998,0,24.0596,15.5619,19.2308,2.57
3/31/1998,0,25.1275,14.6228,19.4844,2.57
4/1/1998,0,25.0532,15.4732,19.4811,2.49
4/2/1998,0,24.6688,15.816,19.307,2.44
4/3/1998,0,25.2168,15.5402,19.5348,2.42
4/4/1998,0,25.1679,14.8153,19.6464,2.41
4/5/1998,0,26.291,16.0828,20.4131,2.4
4/6/1998,0,25.7846,15.6045,20.0684,2.45
4/7/1998,0,26.1062,15.489,19.9995,2.42
4/8/1998,5.1692,24.971,16.9292,20.3734,2.64
4/9/1998,0,25.8231,15.1562,19.9092,2.58
4/10/1998,0,25.9132,16.4072,20.506,2.48
4/11/1998,5.1105,25.8899,16.9076,20.2556,2.38
4/12/1998,5.1105,24.8871,14.775,18.9295,2.4
4/13/1998,0,23.9676,16.3928,19.0236,2.39
4/14/1998,0,25.5312,16.6138,19.9077,2.4
4/15/1998,0,25.2005,15.6008,19.5274,2.41
4/16/1998,0,24.8838,16.1834,19.7319,2.4
4/17/1998,0,25.7907,15.7229,19.7128,2.37
4/18/1998,0,24.866,16.018,19.5338,2.34
4/19/1998,0,24.8996,15.2553,19.4211,2.34
4/20/1998,0,23.9466,16.7409,19.6338,2.36
4/21/1998,0,24.4325,15.2018,19.197,2.66
4/22/1998,0,24.2337,16.1025,19.4161,2.73
4/23/1998,5.6514,23.675,16.0985,19.0089,2.86
4/24/1998,11.3028,21.8046,16.207,18.4028,2.58
4/25/1998,0,22.0457,16.6379,18.6153,2.39
4/26/1998,12.2206,22.7823,16.4433,18.7197,2.38
4/27/1998,9.311,23.6553,15.9841,19.1939,2.37
4/28/1998,4.6555,24.2664,15.7754,19.3437,2.37
4/29/1998,12.2206,24.8026,16.689,19.7337,3.61
4/30/1998,9.311,25.0287,16.5409,19.4822,3.58
5/1/1998,30.8856,23.0607,15.5561,19.2239,2.96
5/2/1998,0,24.5294,15.6569,18.9003,2.49
5/3/1998,20.1702,24.0205,15.2603,18.899,2.51
5/4/1998,8.8245,22.6634,16.5454,19.0148,2.39
5/5/1998,0,23.9405,15.8297,18.9645,2.34
5/6/1998,25.176,25.1924,15.1735,19.5381,2.29
5/7/1998,0,24.6285,14.9019,18.8345,2.35
5/8/1998,0,24.7334,15.8809,19.0867,2.41
5/9/1998,0,24.3204,16.3689,19.3505,2.33
5/10/1998,0,25.3032,16.0732,20.0691,2.23
5/11/1998,0,26.1545,15.2286,19.6611,2.28
5/12/1998,30.2021,25.3657,15.1263,19.5959,2.22
5/13/1998,0,25.815,15.2821,19.9003,2.2
5/14/1998,0,24.7433,16.8206,20.1998,2.18
5/15/1998,6.0404,24.9137,16.7506,20.0794,2.19
5/16/1998,0,23.3476,16.7985,19.4144,2.31
5/17/1998,18.3654,25.2516,15.5869,19.5982,2.53
5/18/1998,0,23.3136,16.6997,19.1274,2.45
5/19/1998,41.9781,23.068,16.74,19.1571,2.62
5/20/1998,0,24.2106,17.419,19.9012,2.52
5/21/1998,11.0008,22.7552,17.7427,19.5045,2.72
5/22/1998,8.8132,22.5518,17.4693,19.3419,2.51
5/23/1998,9.7177,23.2557,17.2169,19.4695,2.32
5/24/1998,7.6669,20.3141,16.8998,18.2126,1.33
5/25/1998,0,22.8933,16.6902,18.688,1.34
5/26/1998,44.7194,21.5569,15.8591,18.3593,1.35
5/27/1998,22.3597,21.9917,15.7949,18.1692,3.36
5/28/1998,0,20.5896,16.0754,17.6151,5.41
5/29/1998,11.1798,22.2534,15.311,17.6092,6.82
5/30/1998,0,22.4649,15.947,18.172,4.5
5/31/1998,0,23.9037,16.1376,18.8213,3.29
6/1/1998,12.8129,23.1612,16.5938,18.8412,2.96
6/2/1998,12.8129,23.826,15.5543,18.6586,3.11
6/3/1998,6.4065,23.2326,16.0515,18.602,3.13
6/4/1998,25.6258,22.4415,16.0568,18.3108,3.22
6/5/1998,19.2194,22.7523,15.5193,17.9716,3.9
6/6/1998,13.7194,23.7481,15.5096,18.4734,3.71
6/7/1998,15.6793,22.4633,15.6215,18.0157,3.96
6/8/1998,6.8597,22.1128,15.654,17.9636,4.34
6/9/1998,20.579,21.736,15.9199,17.8957,5.76
6/10/1998,6.8597,22.7363,15.869,18.4592,5.88
6/11/1998,4.3366,21.1721,16.1318,18.3142,4.17
6/12/1998,0,23.3275,15.9977,18.9128,3.45
6/13/1998,8.6733,22.8516,16.7474,19.0987,3.07
6/14/1998,21.6832,23.4533,16.2965,18.8981,2.88
6/15/1998,21.6832,21.1913,16.5512,18.2126,4.52
6/16/1998,24.7255,19.9511,16.1744,17.6313,4.43
6/17/1998,12.3627,22.1916,15.3376,17.7329,3.7
6/18/1998,6.1814,22.0227,15.2625,17.73,3.77
6/19/1998,6.1814,21.5293,15.5992,17.8817,5.79
6/20/1998,12.3627,21.3225,15.9408,17.8663,6.25
6/21/1998,7.1482,22.018,14.3761,17.5565,5.45
6/22/1998,14.2964,20.0234,16.113,17.2841,4.97
6/23/1998,7.1482,22.4424,14.9911,17.5131,4.71
6/24/1998,0,22.5519,15.5745,18.2306,4.51
6/25/1998,3.5741,22.1624,15.4549,18.3312,4.26
6/26/1998,0,23.2268,16.0092,18.8077,4.04
6/27/1998,27.3799,21.8286,16.0246,18.347,4.6
6/28/1998,17.9681,20.961,15.9387,17.9821,4.23
6/29/1998,5.9894,22.0462,15.1345,18.1354,4.14
6/30/1998,11.9787,21.2632,15.9986,18.0194,4.61
7/1/1998,0,23.0962,15.7522,18.6754,4.08
7/2/1998,0,23.8392,16.1633,19.1354,3.88
7/3/1998,30.303,20.9615,16.1557,18.1923,3.87
7/4/1998,22.7273,20.8102,15.8295,17.5391,3.73
7/5/1998,15.1515,19.2786,14.6118,16.4494,4.37
7/6/1998,0,20.3556,14.9746,16.8073,4.97
7/7/1998,0,21.9151,14.9153,17.2933,7.25
7/8/1998,57.5082,19.9762,14.7822,17.0292,20.1
7/9/1998,9.5847,21.6549,15.085,17.8613,11
7/10/1998,9.5847,21.6162,15.1774,17.6542,12.5
7/11/1998,6.6639,21.8045,15.101,17.6862,13.1
7/12/1998,6.6639,21.9887,15.2891,17.6835,13.9
7/13/1998,19.9918,21.6601,15.3614,17.6173,13.5
7/14/1998,6.6639,23.4478,14.9066,17.6915,12.9
7/15/1998,6.6639,22.5175,14.5478,17.4424,10.2
7/16/1998,0,23.0231,15.1419,17.8776,10.9
7/17/1998,9.8,21.4476,14.7118,17.1466,9.91
7/18/1998,9.8,21.6174,14.5375,16.9263,9.01
7/19/1998,0,20.8172,14.4849,16.9163,8.27
7/20/1998,0,20.3741,14.9465,17.4052,7.55
7/21/1998,6.9667,20.9387,14.9369,17.4598,7.06
7/22/1998,0,21.9506,14.294,17.3094,7.32
7/23/1998,13.9334,20.8599,14.1149,16.9836,7.51
7/24/1998,0,22.3447,14.9361,17.417,8.91
7/25/1998,13.9334,20.2086,15.1109,16.9756,10.2
7/26/1998,10.6802,22.0131,14.7956,17.5118,10.2
7/27/1998,5.3401,22.4046,14.6807,17.518,8.83
7/28/1998,0,23.2008,14.8437,17.9714,8.37
7/29/1998,5.3401,22.8857,15.243,17.7255,7.97
7/30/1998,10.6802,21.4489,14.2441,17.1998,7.42
7/31/1998,16.0203,22.1952,15.3411,18.0631,8.03
8/1/1998,2.7988,23.2938,16.0332,18.4842,7.59
8/2/1998,2.7988,22.4895,15.8289,17.9832,7.13
8/3/1998,8.3963,21.1466,16.1684,17.7253,9.78
8/4/1998,5.5975,22.1135,15.8426,18.0271,9.5
8/5/1998,15.9929,21.7114,15.6916,17.9069,8.03
8/6/1998,14.0122,21.7758,15.4586,17.7031,7.77
8/7/1998,21.0183,19.7747,15.4238,16.9172,8
8/8/1998,0,21.5922,14.6309,17.1067,8.23
8/9/1998,7.0061,22.0622,14.5147,17.3931,6.77
8/10/1998,7.0061,22.5437,14.438,17.8991,6.69
8/11/1998,0,23.2624,14.7136,18.1954,6.16
8/12/1998,0,22.7267,15.5095,18.3489,6.94
8/13/1998,22.4675,21.8279,15.2433,17.8427,7.07
8/14/1998,14.9784,20.9388,15.1713,17.5026,6.72
8/15/1998,22.4675,22.3013,14.7207,17.3484,6.86
8/16/1998,6.0862,20.8203,15.0518,17.1139,6.92
8/17/1998,6.0862,21.9338,14.9565,17.3518,7.65
8/18/1998,12.1723,21.3753,14.423,16.9207,7.7
8/19/1998,12.1723,22.1961,14.1359,17.4304,7.53
8/20/1998,0,20.5541,14.7849,17.3696,8.33
8/21/1998,11.6692,20.5907,14.5124,16.8963,10.1
8/22/1998,5.8346,21.9205,14.693,17.4917,11.8
8/23/1998,0,21.5986,15.1431,17.9203,11.4
8/24/1998,11.6692,20.787,15.5188,17.6115,11.3
8/25/1998,5.8346,22.8317,15.2586,18.0404,10.7
8/26/1998,10.6129,22.1829,14.9892,17.7576,10.1
8/27/1998,21.2258,21.7667,15.4799,17.672,10.1
8/28/1998,21.2258,22.416,14.3439,17.3491,9.94
8/29/1998,10.6129,22.3599,15.5613,17.7966,10.1
8/30/1998,10.6129,21.2146,14.7959,17.4081,11.6
8/31/1998,21.2258,22.8566,15.1706,17.9917,13
9/1/1998,0,22.2747,15.5651,17.9148,8.01
9/2/1998,0,19.8892,15.1805,17.424,10.8
9/3/1998,19.0028,20.7818,15.0457,17.4402,13.4
9/4/1998,28.5042,18.9349,14.9036,16.5394,14.6
9/5/1998,9.5014,20.4783,14.5902,16.9212,12.9
9/6/1998,21.0982,22.8022,15.3126,17.806,11.2
9/7/1998,21.0982,22.8705,14.7951,17.7649,12.5
9/8/1998,21.0982,21.6172,15.6935,17.5153,14.6
9/9/1998,21.0982,20.6472,15.0771,16.9546,16.1
9/10/1998,21.0982,22.1434,14.527,17.4327,19.4
9/11/1998,29.0255,22.2512,14.9662,17.8398,20.3
9/12/1998,29.0255,22.4948,15.0641,17.6273,20.6
9/13/1998,14.5127,22.2088,14.8402,17.3232,20.2
9/14/1998,0,20.6016,14.8835,16.9766,18.9
9/15/1998,29.0255,21.8354,13.5009,16.8752,27.9
9/16/1998,12.5436,22.9607,14.6823,17.9583,26.3
9/17/1998,10.9757,22.7053,15.136,17.9253,21.1
9/18/1998,0,22.2678,14.5543,17.7158,18.9
9/19/1998,0,21.0027,15.2823,17.84,18.5
9/20/1998,10.9757,21.434,15.7564,17.993,18.5
9/21/1998,20.5133,22.8307,16.1331,18.3106,19.3
9/22/1998,61.5399,23.0704,15.4868,18.2204,21.5
9/23/1998,0,22.0001,14.4056,17.8532,22.2
9/24/1998,61.5399,20.3273,15.3631,17.0442,27.3
9/25/1998,41.0266,21.0047,14.594,17.2899,25.6
9/26/1998,8.5213,21.9574,15.2539,17.9266,24.4
9/27/1998,0,22.7961,14.4744,17.8934,21.9
9/28/1998,8.5213,22.0076,14.5681,17.4762,20.7
9/29/1998,8.5213,22.2886,13.8239,17.1575,21.2
9/30/1998,17.0426,21.7545,15.1249,17.71,22
10/1/1998,28.6251,22.3685,15.4627,18.0676,20.6
10/2/1998,54.524,21.0702,15.1155,17.4805,19.2
10/3/1998,9.5417,21.0637,15.2562,17.325,17.8
10/4/1998,9.5417,21.6824,14.8551,17.5471,17.1
10/5/1998,0,21.3663,15.3563,17.7639,16
10/6/1998,11.1515,20.2135,16.1455,17.4616,16
